evidence	article_title	abstract_text	evidence.type	relevant
28059096	Colorectal mixed adenoneuroendocrine carcinomas and neuroendocrine carcinomas are genetically closely related to colorectal adenocarcinomas.	Colorectal mixed adenoneuroendocrine carcinomas are rare and clinically aggressive neoplasms with considerable morphological heterogeneity. Data on their genomic characteristics and molecular associations to either conventional colorectal adenocarcinomas or poorly differentiated neuroendocrine neoplasms is still scarce, hampering optimized patient treatment and care. Tissue from 19 colorectal mixed adenoneuroendocrine carcinomas and eight colorectal poorly differentiated neuroendocrine neoplasms (neuroendocrine carcinomas) was microdissected and subjected to next-generation sequencing using a colorectal adenocarcinoma-specific panel comprising 196 amplicons covering 32 genes linked to colorectal adenocarcinoma, and poorly differentiated neuroendocrine neoplasm tumorigenesis. Mixed adenoneuroendocrine carcinomas were also examined for microsatellite instability and MLH-1 promoter methylation status. In three mixed adenoneuroendocrine carcinomas, exocrine and endocrine components were analyzed separately. Genetic testing of colorectal mixed adenoneuroendocrine carcinomas identified 43 somatic mutations clustering in 13/32 genes. Sixteen (84%) tumors harbored at least one somatic mutation, two tumors (11%) displayed high microsatellite instability. Compared with colorectal adenocarcinomas, mixed adenoneuroendocrine carcinomas were more frequently BRAF (37%; P=0.006), and less frequently KRAS (21%; P=0.043) and APC (16%; P=0.001) mutated. Point mutations in neuroendocrine neoplasm-related genes like RB1 or RET were not detected, but one tumor harbored a heterozygous RB1 deletion. Separately analyzed adenocarcinoma and neuroendocrine carcinoma components revealed a shared mutational trunk of driver genes involved in colorectal adenocarcinoma carcinogenesis. Colorectal neuroendocrine carcinomas were similar in their mutation profile to colorectal adenocarcinomas, but compared with mixed adenoneuroendocrine carcinomas, had a higher rate of APC mutations (P=0.027). Our data indicate that colorectal mixed adenoneuroendocrine carcinomas and neuroendocrine carcinomas are genetically closely related to colorectal adenocarcinomas, suggesting that the cells giving rise to these tumors primarily have an intestinal coinage. The identification of BRAF mutations and the frequently present KRAS wild-type status principally render some mixed adenoneuroendocrine carcinomas eligible to targeted treatment strategies used for colorectal adenocarcinomas.Modern Pathology advance online publication, 6 January 2017; doi:10.1038/modpathol.2016.220.	NA	2
28059095	H3F3 mutation status of giant cell tumors of the bone, chondroblastomas and their mimics: a combined high resolution melting and pyrosequencing approach.	Behjati et al recently described recurrent mutations of H3F3 genes in giant cell tumors of the bone and chondroblastomas. Both these entities belong to the spectrum of giant cell-rich bone lesions, often presenting a diagnostic challenge for the pathologist. Our aim was to investigate the value of searching for H3F3 mutations in the diagnosis of giant cell tumors of the bone and giant cell-rich chondroblastomas. Two hundred eighty-one bone lesion samples, including 170 giant cell tumors of the bone, 26 chondroblastomas and 85 other giant cell-rich and/or epiphyseal tumors, were analyzed. Mutation status was determined using first high resolution melting screening and then mutation profiling pyrosequencing. Mutational status was compared with clinical data and, for giant cell tumors of the bone, with p63 immunostaining status. As histone methylation changes have been reported in association with H3F3 mutations, the methylation status of lysine 37 was investigated. H3F3A and H3F3B were found in 85% of giant cell tumors of the bone and 88% of chondroblastomas. In addition to the major G35W mutation, we found two rare H3F3A mutations: one G35R and one G35V. Among the other tumors studied, we only found H3F3A gene mutations in two cases of 'dedifferentiated chondrosarcoma mimicking giant cell tumor of the bone'. A H3F3B mutation was also observed in one case of dedifferentiated chondroblastoma. P63 expression in giant cell tumors of the bone seems to be associated with H3F3 gene mutations (P=0.004). H3F3 mutations did not correlate with clinical data, outcome or methylation changes in Lysin 37. In conclusion, H3F3 mutations are sensitive and specific markers of giant cell tumors of the bone and chondroblastomas. High resolution melting and pyrosequencing procedures are high-performance tools in this context. Determination of H3F3 mutation will allow reclassification of some entities belonging to the spectrum of giant cell-rich lesions.Modern Pathology advance online publication, 6 January 2017; doi:10.1038/modpathol.2016.212.	NA	0
28059094	Heterogeneous expression of PD-L1 in pulmonary squamous cell carcinoma and adenocarcinoma: implications for assessment by small biopsy.	Predicting response to checkpoint blockade therapy for lung cancer has largely focused on measuring programmed death-ligand 1 (PD-L1) expression on tumor cells. PD-L1 expression is geographically heterogeneous within many tumors, however, and we questioned whether small tissue samples, such as biopsies, might be sufficiently representative of PD-L1 expression for evaluating this marker in lung cancer tumors. To evaluate the extent of variability of PD-L1 expression in small tissue samples, and how that variability affects accuracy of overall assessment of PD-L1 in lung cancer, we scored immunohistochemical staining for PD-L1 in tissue microarray cores from a series of 79 squamous cell lung cancers and 71 pulmonary adenocarcinomas. Our study found substantial inconsistencies for the percentages of cells staining positive for PD-L1 among different tissue microarray cores in many cases of both adenocarcinoma and squamous cell carcinoma. This variable scoring was seen at both high levels and low levels of PD-L1 expression, and by further evaluation of cases with discordant results on full-face sections to assess geographic distribution of staining, we found that discordant results among different tissue microarray cores reflected geographic variation of PD-L1 expression in those tumors. Moreover, we found that as a result of heterogeneous expression, the sensitivity of a single small tissue sample can be as low as 85% for detecting PD-L1 expression at scoring thresholds commonly used in clinical practice. Based on these studies, we conclude that many cases of lung cancer could be inaccurately or variably scored for PD-L1 expression with a single biopsy sample. Accordingly, lung cancer patients can be inconsistently classified for PD-L1 expression status, particularly when a threshold for the percentage of positive cells is used to determine eligibility for checkpoint blockade therapy.Modern Pathology advance online publication, 6 January 2017; doi:10.1038/modpathol.2016.213.	NA	2
28059093	Expression of PD-L1 and presence of CD8-positive T cells in pre-treatment specimens of locally advanced cervical cancer.	Several of the cancer immunotherapies under investigation or in clinical use target the programmed death-ligand 1/programmed death-1 (PD-L1/PD-1) signaling axis. PD-L1 expression in tumor samples has been used as a predictive marker for response to these therapeutics, and may also have independent prognostic utility when assessed along with immune cell markers. Our objectives were to assess the expression of PD-L1 in tumor specimens from a uniformly treated patient cohort with locally advanced cervical cancer, and to determine its prognostic significance along with the density of tumor-infiltrating T cells. We identified 120 patients with locally advanced cervical cancer treated with radical chemoradiotherapy, and built tissue microarrays from their formalin-fixed, paraffin-embedded pre-treatment biopsies. We used conventional brightfield and fluorescence immunohistochemistry to detect PD-L1, and quantified protein expression using both manual pathologist scoring and automated software analysis. We also evaluated the effect of PD-L1 expression in tumors, along with the presence and density of intra-tumoral CD8(+) T cells, on patient survival outcomes. Approximately 96% of the tumor samples expressed PD-L1, as determined using quantitative software analysis. Neither expression of PD-L1 nor density of CD8(+) T cells was associated with progression-free or overall survival. However, there was a trend towards worse progression-free survival in patients whose tumors expressed PD-L1 but lacked CD8(+) T cells (hazard ratio=0.43 (0.18-1.01), P=0.053). Nevertheless, the high percentage of cervical cancer tumor samples expressing PD-L1 suggests that anti-PD-L1 or anti-PD-1 therapies are potential treatment options for this patient population.Modern Pathology advance online publication, 6 January 2017; doi:10.1038/modpathol.2016.221.	NA	0
28059092	Bone marrow morphology and disease progression in congenital thrombocytopenia: a detailed clinicopathologic and genetic study of eight cases.	Patients with congenital thrombocytopenia have an increased risk of developing myeloid neoplasms. In these cases, the morphologic distinction between disease at baseline and at progression is challenging. This report analyzes clinicopathologic features of congenital thrombocytopenia with long-term follow-up at one referral center. Records from the last 20 years were searched for cases of congenital thrombocytopenia with bone marrow biopsies and peripheral blood smears. The clinical, morphologic, immunophenotypic, and molecular features were analyzed. Six adult and two pediatric patients were identified (six male, two female). Age range at first biopsy was 1-47 (median, 31) years. Underlying diseases included thrombocytopenia-absent radius syndrome, congenital thrombocytopenia with radial-ulnar synostosis, MYH9-related disorder, shortened telomere syndrome, congenital thrombocytopenia with ANKRD26 mutation, and familial platelet disorder with predisposition to acute myeloid leukemia. Four patients had myelodysplastic/myeloproliferative neoplasm-like marrow changes such as hypercellularity, increased myeloid to erythroid ratio, numerous micromegakaryocytes (highlighted by CD42b), and marrow fibrosis. Two patients had marrow hypoplasia and two had unremarkable marrow morphology. Three patients-all in the myelodysplastic/myeloproliferative neoplasm-like group-developed disease progression characterized by erythroid and myeloid dysplasia, elevated bone marrow blasts, and new cytogenetic abnormalities. Unlike non-familial myeloid neoplasms, congenital thrombocytopenia patients in the myelodysplastic/myeloproliferative neoplasm-like group had a long and indolent clinical course (average age at disease progression, 47 years). In summary, three distinct morphologic types of congenital thrombocytopenia were identified: a hyperplastic myelodysplastic/myeloproliferative neoplasm-like group, a hypoplastic bone marrow failure-like group, and a group with relatively normal marrow morphology. Emergence of cytogenetic abnormalities and dysplasia in non-megakaryocyte lineages correlated with disease progression.Modern Pathology advance online publication, 6 January 2017; doi:10.1038/modpathol.2016.218.	NA	0
28059091	Identification of distinct subgroups of EBV-positive post-transplant diffuse large B-cell lymphoma.	Post-transplantation lymphoproliferative disorder is an aggressive complication of transplantation, most frequently of diffuse large B-cell lymphoma morphology and associated with Epstein-Barr virus (EBV) infection/reactivation. In this study the microenvironment of EBV(+) (n=23) and EBV(-) (n=9) post-transplant non-germinal center B-cell diffuse large B-cell lymphoma was characterized. Of EBV(+) cases somatic hypermutation analysis, gene expression profiling, and extensive phenotyping were performed. Our results demonstrated variable cytotoxic T-cell infiltration and significantly increased CD163(+) M2 macrophage infiltration in EBV(+) compared with EBV(-) post-transplant diffuse large B-cell lymphoma. On the basis of IgM staining and hypermutation analysis, two EBV(+) post-transplant diffuse large B-cell lymphoma subgroups were identified: IgM(+) tumors lacking somatic hypermutations and IgM(-) tumors harboring somatic hypermutations. IgM(-) tumors arose late following transplantation (median interval: 16 months), mainly in kidney recipients. IgM(+) tumors on the other hand arose early (median interval: 3 months, P-value=0.0032), almost exclusively following stem cell transplantation and were associated with worse outcome (median survival 1 month for IgM(+) versus 41 months for IgM(-) tumors, log-rank/Wilcoxon P-value 0.07/0.04). Notably, IgM(+) tumors were characterized by plasma cell features (monotypic kappa/lambda expression, high MUM1 expression, and partial CD138 expression) and a high proliferation index. Consistent with the plasma cell phenotype, unfolded protein response signaling was upregulated. In contrast, IgM(-) EBV(+) post-transplant diffuse large B-cell lymphoma did not express kappa, lambda, IgD, or CD138 and expressed limited MUM1. In these tumors T-cell signaling was enhanced associated with increased T-cell infiltration compared with IgM(+) cases. Overall, our results allow further molecular classification of EBV(+) post-transplant diffuse large B-cell lymphoma and provide a rationale for the use of subtype-specific-targeted therapies (eg, bortezomib in IgM(+) tumors). Our findings also provide a biological basis for the clinical differences between post-transplant lymphoproliferative disorder following solid organ and stem cell transplantation, which are regarded as different disorders.Modern Pathology advance online publication, 6 January 2017; doi:10.1038/modpathol.2016.199.	NA	2
28057717	Pathology-driven Comprehensive Proteomic Profiling of the Prostate Cancer Tumour Microenvironment.	Prostate cancer (PCa) is the second most common cancer in men worldwide. Gleason grading is an important predictor of PCa outcomes and is influential in determining patient treatment options. Clinical decisions based on a Gleason score of 7 are difficult as the prognosis for individuals diagnosed with Gleason 4+3 cancer is much worse than for those diagnosed with Gleason 3+4 cancer. Laser capture microdissection (LCM) is a highly precise method to isolate specific cell populations or discrete microregions from tissues. This report undertook a detailed molecular characterization of the tumor microenvironment (TME) in PCa to define the proteome in the epithelial and stromal regions from tumor foci of Gleason grade 3 and 4. Tissue regions of interest were isolated from several Gleason 3+3 and Gleason 4+4 tumors using telepathology to leverage specialized pathology expertise to support LCM. Over 2,000 proteins were identified following liquid chromatography tandem mass spectrometry (LC-MS/MS) analysis of all regions of interest. Statistical analysis revealed significant differences in protein expression (&gt;100 proteins) between Gleason 3 and Gleason 4 regions - in both stromal and epithelial compartments. A subset of these proteins has had prior strong association with PCa, thereby providing evidence for the authenticity of the approach. Finally, validation of these proteins by immunohistochemistry (IHC) has been obtained using an independent cohort of PCa tumor specimens.IMPLICATIONS: This unbiased strategy provides a strong foundation for the development of biomarker protein panels with significant diagnostic and prognostic potential.	NA	0
28057716	miR-211-5p Suppresses Metastatic Behavior by Targeting SNAI1 in Renal Cancer.	The snail family transcriptional repressor 1 (SNAI1) is known to promote metastatic phenotypes in renal cell carcinoma (RCC). However, the mechanism by which SNAI1 promotes RCC metastasis remains largely unexplored. Here, bioinformatics and quantitative validation revealed that miR-211-5p was downregulated in metastatic RCC clinical specimens compared to non-metastatic RCC tissues. Overexpression of miR-211-5p suppressed RCC cell migration and invasion via downregulation of SNAI1 expression. Luciferase reporter assays demonstrated that miR-211-5p directly targeted 3'-UTR of SNAI1. Furthermore, miR-211-5p decreased xenograft tumor weight and reduced in vivo tumor metastasis in mice. These findings indicate that miR-211-5p-mediated inhibition of SNAIL1 expression contributes to the suppression of RCC progression.IMPLICATIONS: Targeting the miR-211-5p/SNAI1 signaling pathway may be a novel therapeutic approach for the treatment of RCC metastasis.	NA	2
28059072	Hollow boron nitride nanospheres as boron reservoir for prostate cancer treatment.	High global incidence of prostate cancer has led to a focus on prevention and treatment strategies to reduce the impact of this disease in public health. Boron compounds are increasingly recognized as preventative and chemotherapeutic agents. However, systemic administration of soluble boron compounds is hampered by their short half-life and low effectiveness. Here we report on hollow boron nitride (BN) spheres with controlled crystallinity and boron release that decrease cell viability and increase prostate cancer cell apoptosis. In vivo experiments on subcutaneous tumour mouse models treated with BN spheres demonstrated significant suppression of tumour growth. An orthotopic tumour growth model was also utilized and further confirmed the in vivo anti-cancer efficacy of BN spheres. Moreover, the administration of hollow BN spheres with paclitaxel leads to synergetic effects in the suppression of tumour growth. The work demonstrates that hollow BN spheres may function as a new agent for prostate cancer treatment.	NA	0
28059068	CDK4/6 or MAPK blockade enhances efficacy of EGFR inhibition in oesophageal squamous cell carcinoma.	Oesophageal squamous cell carcinoma is a deadly disease where systemic therapy has relied upon empiric chemotherapy despite the presence of genomic alterations pointing to candidate therapeutic targets, including recurrent amplification of the gene encoding receptor tyrosine kinase epidermal growth factor receptor (EGFR). Here, we demonstrate that EGFR-targeting small-molecule inhibitors have efficacy in EGFR-amplified oesophageal squamous cell carcinoma (ESCC), but may become quickly ineffective. Resistance can occur following the emergence of epithelial-mesenchymal transition and by reactivation of the mitogen-activated protein kinase (MAPK) pathway following EGFR blockade. We demonstrate that blockade of this rebound activation with MEK (mitogen-activated protein kinase kinase) inhibition enhances EGFR inhibitor-induced apoptosis and cell cycle arrest, and delays resistance to EGFR monotherapy. Furthermore, genomic profiling shows that cell cycle regulators are altered in the majority of EGFR-amplified tumours and a combination of cyclin-dependent kinase 4/6 (CDK4/6) and EGFR inhibitors prevents the emergence of resistance in vitro and in vivo. These data suggest that upfront combination strategies targeting EGFR amplification, guided by adaptive pathway reactivation or by co-occurring genomic alterations, should be tested clinically.	therapeutic	1
28059068	CDK4/6 or MAPK blockade enhances efficacy of EGFR inhibition in oesophageal squamous cell carcinoma.	Oesophageal squamous cell carcinoma is a deadly disease where systemic therapy has relied upon empiric chemotherapy despite the presence of genomic alterations pointing to candidate therapeutic targets, including recurrent amplification of the gene encoding receptor tyrosine kinase epidermal growth factor receptor (EGFR). Here, we demonstrate that EGFR-targeting small-molecule inhibitors have efficacy in EGFR-amplified oesophageal squamous cell carcinoma (ESCC), but may become quickly ineffective. Resistance can occur following the emergence of epithelial-mesenchymal transition and by reactivation of the mitogen-activated protein kinase (MAPK) pathway following EGFR blockade. We demonstrate that blockade of this rebound activation with MEK (mitogen-activated protein kinase kinase) inhibition enhances EGFR inhibitor-induced apoptosis and cell cycle arrest, and delays resistance to EGFR monotherapy. Furthermore, genomic profiling shows that cell cycle regulators are altered in the majority of EGFR-amplified tumours and a combination of cyclin-dependent kinase 4/6 (CDK4/6) and EGFR inhibitors prevents the emergence of resistance in vitro and in vivo. These data suggest that upfront combination strategies targeting EGFR amplification, guided by adaptive pathway reactivation or by co-occurring genomic alterations, should be tested clinically.	therapeutic	1
28059068	CDK4/6 or MAPK blockade enhances efficacy of EGFR inhibition in oesophageal squamous cell carcinoma.	Oesophageal squamous cell carcinoma is a deadly disease where systemic therapy has relied upon empiric chemotherapy despite the presence of genomic alterations pointing to candidate therapeutic targets, including recurrent amplification of the gene encoding receptor tyrosine kinase epidermal growth factor receptor (EGFR). Here, we demonstrate that EGFR-targeting small-molecule inhibitors have efficacy in EGFR-amplified oesophageal squamous cell carcinoma (ESCC), but may become quickly ineffective. Resistance can occur following the emergence of epithelial-mesenchymal transition and by reactivation of the mitogen-activated protein kinase (MAPK) pathway following EGFR blockade. We demonstrate that blockade of this rebound activation with MEK (mitogen-activated protein kinase kinase) inhibition enhances EGFR inhibitor-induced apoptosis and cell cycle arrest, and delays resistance to EGFR monotherapy. Furthermore, genomic profiling shows that cell cycle regulators are altered in the majority of EGFR-amplified tumours and a combination of cyclin-dependent kinase 4/6 (CDK4/6) and EGFR inhibitors prevents the emergence of resistance in vitro and in vivo. These data suggest that upfront combination strategies targeting EGFR amplification, guided by adaptive pathway reactivation or by co-occurring genomic alterations, should be tested clinically.	therapeutic	1
28059068	CDK4/6 or MAPK blockade enhances efficacy of EGFR inhibition in oesophageal squamous cell carcinoma.	Oesophageal squamous cell carcinoma is a deadly disease where systemic therapy has relied upon empiric chemotherapy despite the presence of genomic alterations pointing to candidate therapeutic targets, including recurrent amplification of the gene encoding receptor tyrosine kinase epidermal growth factor receptor (EGFR). Here, we demonstrate that EGFR-targeting small-molecule inhibitors have efficacy in EGFR-amplified oesophageal squamous cell carcinoma (ESCC), but may become quickly ineffective. Resistance can occur following the emergence of epithelial-mesenchymal transition and by reactivation of the mitogen-activated protein kinase (MAPK) pathway following EGFR blockade. We demonstrate that blockade of this rebound activation with MEK (mitogen-activated protein kinase kinase) inhibition enhances EGFR inhibitor-induced apoptosis and cell cycle arrest, and delays resistance to EGFR monotherapy. Furthermore, genomic profiling shows that cell cycle regulators are altered in the majority of EGFR-amplified tumours and a combination of cyclin-dependent kinase 4/6 (CDK4/6) and EGFR inhibitors prevents the emergence of resistance in vitro and in vivo. These data suggest that upfront combination strategies targeting EGFR amplification, guided by adaptive pathway reactivation or by co-occurring genomic alterations, should be tested clinically.	therapeutic	1
28058493	Outcome of allogeneic hematopoietic stem cell transplantation in adult patients with acute myeloid leukemia harboring trisomy 8.	Trisomy 8 (+8) is one of the most common cytogenetic abnormalities in adult patients with acute myeloid leukemia (AML). However, the outcome of allogeneic hematopoietic stem cell transplantation (HSCT) in adult patients with AML harboring +8 remains unclear. To evaluate, the outcome and prognostic factors in patients with AML harboring +8 as the only chromosomal abnormality or in association with other abnormalities, we retrospectively analyzed the Japanese registration data of 631 adult patients with AML harboring +8 treated with allogeneic HSCT between 1990 and 2013. In total, 388 (61%) patients were not in remission at the time of HSCT. With a median follow-up of 38.5 months, the probability of overall survival and the cumulative incidence of relapse at 3 years were 40 and 34%, respectively. In the multivariate analysis, two or more additional cytogenetic abnormalities and not being in remission at the time of HSCT were significantly associated with a higher overall mortality and relapse. Nevertheless, no significant impact on the outcome was observed in cases with one cytogenetic abnormality in addition to +8. Although more than 60% of the patients received HSCT when not in remission, allogeneic HSCT offered a curative option for adult patients with AML harboring +8.	NA	0
28058491	Evaluating the impact of genetic and epigenetic aberrations on survival and response in acute myeloid leukemia patients receiving epigenetic therapy.	Treatment with hypomethylating agents such as decitabine, which results in overall response rates of up to 50%, has become standard of care in older patients with acute myeloid leukemia (AML) who are not candidates for intensive chemotherapy. However, there still exists a lack of prognostic and predictive molecular biomarkers that enable selection of patients who are likely to benefit from epigenetic therapy. Here, we investigated distinct genetic (FLT3-ITD, NPM1, DNMT3A) and epigenetic (estrogen receptor alpha (ERα), C/EBPα, and OLIG2) aberrations in 87 AML patients from the recently published phase II decitabine trial (AML00331) to identify potential biomarkers for patients receiving hypomethylating therapy. While FLT3-ITD and NPM1 mutational status were not associated with survival or response to therapy, patients harboring DNMT3A R882 mutations showed a non-significant association towards shorter overall survival (hazard ratio (HR) 2.15, 95% confidence interval (CI) 0.91-5.12, p = 0.08). Promoter DNA methylation analyses using pyrosequencing also revealed a non-significant association towards shorter overall survival of patients with higher levels of methylation of ERα (HR 1.50, CI 0.97-2.32, p = 0.07) and OLIG2 CpG4 (HR 1.52, CI 0.96-2.41, p = 0.08), while DNA methylation of C/EBPα showed no association with outcome. Importantly, in multivariate analyses adjusted for clinical baseline parameters, the impact of ERα and OLIG2 CpG4 methylation was conserved (HR 1.76, CI 1.01-3.06, p = 0.05 and HR 1.67, CI 0.91-3.08, p = 0.10, respectively). In contrast, none of the investigated genetic and epigenetic markers was associated with response to treatment. Additional to the previously reported adverse prognostic clinical parameters such as patients' age, reduced performance status, and elevated lactate dehydrogenase levels, DNMT3A R882 mutation status, as well as ERα and OLIG2 CpG4 DNA methylation status, may prove to be molecular markers in older AML patients prior to hypomethylating therapy.	therapeutic	1
28058490	Second line azacitidine for elderly or infirmed patients with acute myeloid leukemia (AML) not eligible for allogeneic hematopoietic cell transplantation-a retrospective national multicenter study.	Elderly and infirm patients with acute myeloid leukemia (AML) with either induction refractory or relapse disease may benefit from treatment with azacitidine. We retrospectively reviewed the data from five tertiary centers in Israel, treated between 2009 and 2015. Thirty-four patients (median age 74 years) were identified. Sixty-two percent of the patients had relapsed disease and 38% had refractory disease. Median time of follow-up was 12.1 months. Out of a total of 327 courses, incidence of infectious episodes was 6%. Eighteen percent experienced major bleeding. Thirty-two percent of the patients achieved morphologic complete remission, and 26% had stabilization of disease during at least three courses. At 12 and 18 months after the first course of azacitidine, 33 and 10% of the patients were progression-free, respectively. Incidences of overall survival at 12 and 24 months were 54.5 and 16%, respectively. Age &lt;75 years was associated with better overall survival. Normal leukocyte count at the first dose of azacitidine and standard doses of azacitidine were both associated with a better progression-free and overall survival. We conclude that azacitidine is feasible in patients who have failed induction chemotherapy and may be associated with prolongation of survival. A prospective trial to validate these results is warranted.	NA	0
28058563	Long-Term Satisfaction and Body Image After Contralateral Prophylactic Mastectomy.	BACKGROUND: Contralateral prophylactic mastectomy (CPM) rates have been increasing in the US, and although high levels of satisfaction with CPM have been reported, few studies have evaluated the long-term effects on body image, comparing CPM with breast-conserving surgery (BCS) and unilateral mastectomy (UM).METHODS: We analyzed responses from a survey of women with both a personal and family history of breast cancer who were enrolled in the Sister Study (n = 1176). Among women who underwent mastectomy, we examined satisfaction with the mastectomy decision, as well as variation in the use of reconstruction and experience of complications. Five survey items, evaluated individually and as a summed total score, were used to compare body image across surgery types (BCS, UM without reconstruction, CPM without reconstruction, UM with reconstruction, and CPM with reconstruction).RESULTS: Participants were, on average, 3.6 years post-diagnosis at the time of survey (standard deviation 1.7). The majority of women (97% of CPM, 89% of UM) were satisfied with their mastectomy decision. Reconstruction was more common after CPM than after UM (70 vs. 47%), as were complications (28 vs. 19%). Body image scores were significantly worse among women who underwent CPM than among women who underwent BCS, with the lowest scores among women who underwent CPM without reconstruction.CONCLUSIONS: In our sample, most women were highly satisfied with their mastectomy decision, including those who elected to undergo CPM. However, body image was lower among those who underwent CPM than among those who underwent BCS. Our findings may inform decisions among women considering various courses of surgical treatment.	NA	0
28058562	Effectiveness of Repeat 18F-Fluorodeoxyglucose Positron Emission Tomography Computerized Tomography (PET-CT) Scan in Identifying Interval Metastases for Patients with Esophageal Cancer.	INTRODUCTION: An 18F-fluorodeoxyglucose positron emission tomography-computerized tomography (PET-CT) scan is performed after neoadjuvant chemoradiation (nCRT) to restage esophageal cancer. The purpose of this study was to determine the ability of PET-CT to accurately identify interval metastatic disease following nCRT.METHODS: This was a single-institution retrospective review (January 2005-February 2012) of patients with esophageal cancer treated with nCRT who underwent pre- and post-nCRT PET-CT.RESULTS: A total of 283 patients were treated with nCRT, of whom 258 (91.2%) had both a pre- and post-nCRT PET-CT. On the post-nCRT PET-CT, 64 patients (24.8%) had interval findings concerning for metastatic disease. Of these patients, only 10 (15.6%) had true-positive findings of metastatic disease (six biopsy proven). The sites of interval metastases included bone (4), liver (3), peritoneum (1), mediastinal lymph nodes (1), and cervical lymph nodes (1). The positive predictive value of post-nCRT PET-CT for interval metastases was 15.6% (10/64), and the yield for detecting metastases since the pre-nCRT PET-CT was 3.9% (10/258). The work-up of the 54 patients (20.9% of the initial starting group) with false-positive post-nCRT findings included biopsy (24.6%) and immediate additional imaging (45.2%). A total of 208 patients proceeded with surgery: 163 (78.4%) had no new findings on post-nCRT PET-CT, and 45 (21.6%) had new false-positive findings. False-positive sites mainly included the lung (15) and liver (14).CONCLUSIONS: The yield of post-nCRT PET-CT for the detection of new metastatic disease was 3.9%. Post-nCRT PET-CT often leads to a high proportion of false positives and subsequent investigational work-up.	NA	0
28058561	Percutaneous Peritoneal Lavage for the Rapid Staging of Gastric and Pancreatic Cancer.	BACKGROUND: Positive peritoneal cytology is classified as M1 disease in gastric and pancreatic cancer. While peritoneal cytology is typically obtained by laparoscopic peritoneal lavage, this study sought to examine the feasibility and safety of performing this percutaneously, with monitored anesthesia care and in combination with other diagnostic procedures to condense and expedite the staging process.METHODS: Patients with gastric or pancreatic cancer scheduled for laparoscopy with peritoneal lavage were prospectively enrolled to undergo intraoperative percutaneous peritoneal lavage prior to laparoscopic peritoneal lavage. Saline was infused through a percutaneously-inserted catheter and fluid was collected for peritoneal cytology. Three-quadrant washings collected during laparoscopy were also sent for peritoneal cytology. The primary outcome was to evaluate the sensitivity and specificity of percutaneous peritoneal lavage for detecting positive peritoneal cytology compared with the gold standard of laparoscopic peritoneal lavage, while the secondary outcome was to determine safety.RESULTS: Percutaneous peritoneal lavage was successfully performed in 70 of 76 patients (92%). Ten of 48 gastric cancer patients (21%) and three of 22 pancreatic cancer patients (14%) had positive percutaneous and laparoscopic peritoneal cytology. Two additional gastric cancer patients had positive laparoscopic peritoneal cytology only. Sensitivity and specificity of percutaneous peritoneal lavage compared with laparoscopic peritoneal lavage were 87% and 100%, respectively. No complications occurred with percutaneous peritoneal lavage.CONCLUSIONS: Percutaneous peritoneal lavage is a safe and effective minimally invasive alternative to laparoscopic peritoneal lavage for the diagnosis of metastatic gastric and pancreatic cancer. It is possible this can be utilized in an outpatient setting, such as during endoscopy, to allow for earlier diagnosis of M1 disease and decreased time to appropriate treatment.	NA	0
28058560	Intraoperative Margin Management in Breast-Conserving Surgery: A Systematic Review of the Literature.	BACKGROUND: Breast surgeons have a wide variety of intraoperative techniques available to help achieve low rates for positive margins of excision, with variable levels of evidence.METHODS: A systematic review of the medical literature from 1995 to July 2016 was conducted, with 434 abstracts identified and evaluated. The analysis included 106 papers focused on intraoperative management of breast cancer margins and contained actionable data.RESULTS: Ultrasound-guided lumpectomy for palpable tumors, as an alternative to palpation guidance, can lower positive margin rates, but the effect when used as an alternative to wire localization (WL) for nonpalpable tumors is less certain. Localization techniques such as radioactive seed localization and radioguided occult lesion localization were found potentially to lower positive margin rates as alternatives to WL depending on baseline positive margin rates. Intraoperative pathologic methods including gross histology, frozen section analysis, and imprint cytology all have the potential to lower the rates of positive margins. Cavity-shave margins and the Marginprobe device both lower rates of positive margins, with some potential for negative cosmetic effects. Specimen radiography and multiple miscellaneous techniques did not affect positive margin rates or provided too little evidence for formation of a conclusion.CONCLUSIONS: A systematic review of the literature showed evidence that several intraoperative techniques and actions can lower the rates of positive margins. These results are presented together with graded recommendations.	NA	0
